,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,familysize
653,1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,1
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,1
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,3
656,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,3
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,3
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,3
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,1
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,1
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,2
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,3
666,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
667,0,3,male,28.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
669,1,1,female,28.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,2
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,3
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,2
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,1
674,0,2,male,28.0,0,0,0.0,S,Second,man,True,,Southampton,no,True,1
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,1
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,8
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,2
680,0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,1
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,1
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,1
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,8
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,3
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,4
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,6
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,1
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,2
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,2
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,2
692,1,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,1
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,1
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
697,1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,1
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,3
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,2
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,2
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,1
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,2
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,1
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,1
709,1,3,male,28.0,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,3
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,1
711,0,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,2
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,1
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,1
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,1
718,0,3,male,28.0,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,1
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,2
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,2
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,2
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,4
727,1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,1
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,2
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,2
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,1
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,1
732,0,2,male,28.0,0,0,0.0,S,Second,man,True,,Southampton,no,True,1
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,1
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,5
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,1
738,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
739,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
740,1,1,male,28.0,0,0,30.0,S,First,man,True,D,Southampton,yes,True,1
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,2
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,5
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,2
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,3
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,3
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,2
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,3
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,2
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,4
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,3
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,1
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1
760,0,3,male,28.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,1
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,1
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,1
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,4
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2
766,0,1,male,28.0,0,0,39.6,C,First,man,True,,Cherbourg,no,True,1
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,1
768,0,3,male,28.0,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,2
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,1
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,1
773,0,3,male,28.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,5
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,1
776,0,3,male,28.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,1
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,1
778,0,3,male,28.0,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,1
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,2
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,1
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,2
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,1
783,0,3,male,28.0,1,2,23.45,S,Third,man,True,,Southampton,no,False,4
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,1
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,6
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,4
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,1
790,0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1
792,0,3,female,28.0,8,2,69.55,S,Third,woman,False,,Southampton,no,False,11
793,0,1,male,28.0,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,1
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,1
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,3
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,3
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,2
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,1
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,1
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,1
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,2
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,1
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,1
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
815,0,1,male,28.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,1
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,1
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,3
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,1
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,6
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,3
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,1
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,1
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,2
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,6
825,0,3,male,28.0,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,1
826,0,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,no,True,1
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,3
828,1,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,1
829,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,1
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,2
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,3
832,0,3,male,28.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,1
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,3
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1
837,0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
839,1,1,male,28.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,1
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,1
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,1
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,1
846,0,3,male,28.0,8,2,69.55,S,Third,man,True,,Southampton,no,False,11
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,1
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,2
849,1,1,female,28.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,2
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,3
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,2
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,2
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,2
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,3
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,4
859,0,3,male,28.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,3
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,2
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1
863,0,3,female,28.0,8,2,69.55,S,Third,woman,False,,Southampton,no,False,11
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,2
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,1
868,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,3
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,3
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,1
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,1
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,2
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,1
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,1
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
878,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,2
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,2
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,1
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,6
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1
888,0,3,female,28.0,1,2,23.45,S,Third,woman,False,,Southampton,no,False,4
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,1
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
